unit_code,year,unit_period,description,handbook_url,unit_rules,assessments,has_final_exam,unit_name
TRAN8020,2024,"['Session 2 - In person-scheduled-weekday', 'Session 2 - In person-scheduled-weekday', 'Session 1 - In person-scheduled-weekday']","<p>This unit provides students with practical opportunities to further develop their translation competence. Students will practice translating a range of domain-specific texts common in professional practice. The unit takes a problem-based approach encouraging students to identify and discuss problems encountered in the course of translation related to textual, stylistic, register, and language usage issues. Students will learn about, apply and evaluate strategies to solve the more challenging translation problems.</p>",https://coursehandbook.mq.edu.au/2024/units/TRAN8020/,"{'prerequisite': ['Admission to GradDipTransInter or MAdvTransInterStud or MTransInter or MTransInterMAppLingTESOL or MTransInterMIntRel or MConfInt'], 'NCCW (pre-2020 units)': ['TRAN820']}","{'TRAN8020 Assignments': {'assessment_type': 'Translation', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Over the semester, students will submit four 250-word translation assignments from language B into language A accompanied with a self-reflective journal/annotations.</p>'}, 'End of Semester Examination': {'assessment_type': 'Examination', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Two 250-word texts to be translated from language B into language A (40%).</p>\n<p>In exceptional circumstances, and with the approval from the unit convenor and the language tutors, students can be given the option to translate one 250-word text from language B into language A, and one 250-word text from language A into language B (20% &#43; 20%).</p>'}, 'Weekly translation task preparation and participation': {'assessment_type': 'Participatory task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students complete the weekly translation tasks assigned by their respective language tutors and prepare for active discussions in practical tutorial. Students must be able to present the draft of their translation and discuss content as part of a team, focussing on the process of translation.</p>'}}",False,Applied Translation Practice
TRAN8905,2024,['Session 2 - In person-scheduled-weekday'],"<p>Professional translators are required to work in a broad range of institutional settings with a great variety of genres. The aim of this unit is to provide you with the opportunity to discuss and practice advanced translation skills in specialised areas such as business, law, medicine and technology. You will analyse the complex linguistic, cultural and ethical challenges of translating specialised documents. You will explore theoretical and practical aspects of different specialised domains, and build up skills in specialised terminology management. Applied aspects of the unit focus on the specific expectation and challenges faced by translators working in different institutional settings, preparing them for professional practice in specific translation markets and working with professionals in other fields. This unit will comprise a mix of combined and language-specific sessions.</p>",https://coursehandbook.mq.edu.au/2024/units/TRAN8905/,"{'NCCW (pre-2020 units)': ['TRAN905'], 'prerequisite': ['(TRAN8020 or TRAN820) and (TRAN8077 or TRAN877 or TRAN816) ']}","{'Translation assignments': {'assessment_type': 'Translation', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Over the semester, you will submit four 300/350-word translation assignments from language B into language A, accompanied with a self-reflective journal/annotations.</p>'}, 'Weekly translation task preparation and participation': {'assessment_type': 'Participatory task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>You will complete the weekly translation tasks assigned by your language tutor and prepare for active discussions in practical tutorial. You must be able to present the draft of your translation and discuss content as part of a team, focussing on the process of translation.</p>'}, 'End of semester evaluation': {'assessment_type': 'Examination', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Two 300-word texts to be translated from language B into language A (40%).</p>\n<p>In exceptional circumstances, and with the approval from the unit convenor and the language tutors, students can be given the option to translate one 300-word text from language B into language A, and one 300-word text from language A into language B (20% &#43; 20%).</p>'}}",False,Specialised Translation Practice
TRAN8034,2024,['Session 1 - In person-scheduled-weekday'],<p>This unit provides opportunities to extend your ability to apply translation techniques to challenging translation tasks from a wide range of genres reflecting current market demand. You will prepare for professional practice by independently translating and evaluating challenging translation tasks and explore different strategies for handling the complex tasks undertaken by advanced translators. You will further develop your ability to work collaboratively on team and to review translations completed by a third party.</p>,https://coursehandbook.mq.edu.au/2024/units/TRAN8034/,"{'prerequisite': ['(TRAN8020 or TRAN820) and (TRAN8077 or TRAN877 or TRAN816) '], 'NCCW (pre-2020 units)': ['TRAN834']}","{'Translation assignments': {'assessment_type': 'Translation', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Over the semester, you will submit four 300/350-word translation assignments from language B into language A, accompanied with a self-reflective journal/annotations.</p>'}, 'End of semester examination': {'assessment_type': 'Examination', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Two 300-word texts to be translated from language B into language A (40%).</p>\n<p>In exceptional circumstances, and with the approval from the unit convenor and the language tutors, students can be given the option to translate one 300-word text from language B into language A, and one 300-word text from language A into language B (20% &#43; 20%).</p>'}, 'Weekly translation task preparation and participation': {'assessment_type': 'Participatory task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>You will complete the weekly translation tasks assigned by your language tutors and prepare for active discussions in practical tutorial. You must be able to present the draft of their translation and discuss content as part of a team, focussing on the process of translation.</p>'}}",False,Advanced Translation Practice
TRAN8022,2024,"['Session 1 - In person-scheduled-weekday', 'Session 2 - In person-scheduled-weekday', 'Session 2 - In person-scheduled-weekday']","<p>This unit is designed to further develop your interpreting skills so that you demonstrate advanced strategies in core interpreting techniques. You are strongly encouraged to define appropriate strategies in both language directions through self/peer practice, while continuously developing generic interpreting skills such as active listening, note taking, and memory retention. You are also expected to develop strong critical analysis and reflective capabilities in relation to self/peers interpreting practice. In addition, two new interpreting modes will be introduced, including remote interpreting and chuchotage. The unit covers specific topic areas that can be directly applied to professional practices.</p>",https://coursehandbook.mq.edu.au/2024/units/TRAN8022/,"{'prerequisite': ['TRAN8021 or TRAN821'], 'NCCW (pre-2020 units)': ['TRAN822']}","{'Live Dialogue Interpreting Assessment': {'assessment_type': 'Simulation/role play', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Live dialogue interpreting in a simulated setting</p>'}, 'Learning Portfolio': {'assessment_type': 'Portfolio', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>The Interpreting Learning Portfolio includes tasks that students have done, task-based glossaries and reflective journals.</p>'}, 'Mid-term exam': {'assessment_type': 'Examination', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Mid-term Examination - sight translation and consecutive interpreting for one hour</p>'}}",False,Intermediate Interpreting Practice
TRAN8024,2024,['Session 2 - In person-scheduled-weekday'],"<p>This unit introduces various aspects of cultural and literary translation and transcreation. It examines practical and theoretical issues involved in creative translation with a focus on specific cultural issues and aspects of cultural competence (pragmatic and semiotic differences between cultures).</p>
<p>You will explore individually and collectively ideas about such practice through a range of specific text types (different literary genres; scholarly or cultural texts; marketing material; etc.), but also modes of discourses, media and cultural-specific codes. In non-language specific classes, you will study translation processes through notions such as adaptation/transposition/textual equivalence/communicative function/comparative stylistics/ semantic transfer etc. You will practice and develop your own translation skills through a series of translation exercises and a translation project. The various approaches adopted in the unit aim to broaden your perspectives on translation and inform your studies.</p>",https://coursehandbook.mq.edu.au/2024/units/TRAN8024/,"{'prerequisite': ['Admission to GradDipTransInter or MTransInter or MTransInter(Adv)'], 'NCCW (pre-2020 units)': ['TRAN824']}","{'Oral presentation': {'assessment_type': 'Presentation', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Individual presentation of the translation project focussing on the translation process and on the theoretical justification of chosen strategies. Students will document the translation process over a period of 5 weeks for this presentation.</p>'}, 'Translation project ': {'assessment_type': 'Translation', 'assessment_weight': '60', 'assessment_hurdle': 'No', 'assessment_description': '<p>An annotated/reflective translation of 2,000 words into the A-language. This final product will consist of a publishable translation of a cultural or literary text accompanied by a reflective journal and annotations justifying translation strategies.</p>'}}",False,Cultural and Literary Translation/Transcreation
TRAN8021,2024,['Session 1 - In person-scheduled-weekday'],"<p>This unit is designed to introduce the basic concept of interpreting and help you develop key interpreting techniques such as listening skills, text analysis, memory retention, note-taking and oral translation skills. The unit will build on fundamental theoretical principles, and will enable you to apply theory to practice, helping you recognise factors that influence the effective use of different interpreting techniques in different contexts, as well as the decision making involved in selecting one interpreting technique over another. In this unit, you are expected to perform individual, peer and group evaluations.</p>",https://coursehandbook.mq.edu.au/2024/units/TRAN8021/,"{'prerequisite': ['Admission to MTransInter or MTransInterMIntRel or MTransInterMAppLingTESOL or MAdvTransInterStud and GradDipTransInter or GradCertCommInter or MConfInt'], 'NCCW (pre-2020 units)': ['TRAN821']}","{'Live Dialogue Interpreting Examination': {'assessment_type': 'Simulation/role play', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>You are required to interpret part of a live dialogue between an English speaker and a LOTE (Language Other Than English) speaker. An assignment brief will be sent to you to enable preparation beforehand and you are required to record your own interpreting performance for reflection purposes. Exam duration approx 20 minutes (dialogue interpreting in small groups)</p>'}, 'Reflective Essay': {'assessment_type': 'Essay', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>You are required to write a reflective essay of approximately 1000 words following the interpreting examination. In the essay, you should provide a diagnostic assessment of your individual performance in the exam, analyse any problems or difficulties encountered and propose ways to address such.</p>'}, 'Interpreting Examination': {'assessment_type': 'Examination', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>The exam consists of one consecutive passage interpreting task from the B language of the student (first acquired language) into A language (native language). You will be provided with an assignment brief for the consecutive passage interpreting task in advance to enable preparation. Exam duration: Approx 30 minutes.</p>'}, 'Video Presentation': {'assessment_type': 'Presentation', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>In this task, you are required to choose one of the topics introduced during the lectures and make a 5-minute video presentation. Each student shall provide an introduction of the topic chosen, review her/his own learning process and propose further actions to further consolidate her/his knowledge and/or enhance skills.</p>'}}",False,Introduction to Interpreting Practice
TRAN8906,2024,['Session 1 - In person-scheduled-weekday'],"<p>This unit introduces the skills, techniques and knowledge required by professional interpreters to competently work in specific institutional settings, primarily medical interpreting and legal interpreting. Through a mix of theory and applied practice, you will learn about the broader contexts of these domains and then prepare for a simulation of a typical interpreting scenario for each of these settings. You will build skills in terminology and glossary development, discourse management, message transfer, and reflective self-analysis.</p>",https://coursehandbook.mq.edu.au/2024/units/TRAN8906/,"{'NCCW (pre-2020 units)': ['TRAN906'], 'prerequisite': ['TRAN822 or TRAN8022']}","{'Self-assessment report': {'assessment_type': 'Reflective Writing', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>After the role play sessions, you will be given a copy of your interpretation as a video clip. You are required to write a report analysing your performance and the decisions you made in creating it. You should discuss any improved decisions that they could make in future.</p>'}, 'Interpreting performance': {'assessment_type': 'Simulation/role play', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>On three occasions throughout semester, you will take part in a domain-specific simulated role play with an industry practitioner (GP, police officer...) and a LOTE (Languages other than English) client. During each role play, you will be filmed, so that you can analyse your performance for a later self-analysis report. Performance will be marked by LOTE tutors, and you will be given feedback.</p>'}}",False,Specialised Interpreting Practice
FREN2010,2024,"['Session 1 - Online-flexible', 'Session 1 - In person-scheduled-weekday']","<p>This unit aims to enable students to become independent users of the French language. It seeks to develop students&#39; skills in reading, writing, comprehension and speaking in French and further develops students&#39; knowledge of contemporary French culture. The work in this unit is of a very intensive nature. The unit aims to develop students&#39; language skills to B1 level in the Common European Framework of Reference for Languages (CEFRL).</p>",https://coursehandbook.mq.edu.au/2024/units/FREN2010/,"{'prerequisite': ['FREN1020 or FRN125 or FRN131'], 'NCCW (pre-2020 units)': ['FRN226'], 'Co-badge': ['FREN1210']}","{' Written Tasks': {'assessment_type': 'LOTE written composition', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Short written task(s) on set topics.</p>'}, 'Grammar and Vocabulary Tests': {'assessment_type': 'Quiz/Test', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Tests consisting of short-answer grammar and vocabulary questions</p>'}, 'Written Comprehension Test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Test checks comprehension of Written French</p>'}, 'Speaking Test': {'assessment_type': 'Simulation/role play', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Test of oral production abilities</p>'}, ' Aural Comprehension Test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Test checks comprehension of spoken French</p>'}}",False,I French Studies 3
FREN2210,2024,"['Session 1 - In person-scheduled-weekday', 'Session 1 - Online-flexible']","<p>This unit aims to enable students to become independent users of the French language. It seeks to develop students&#39; skills in reading, writing, comprehension and speaking in French at an advanced level and provides students with an opportunity to study French culture extensively. The unit aims to bring students&#39; language skills to B2 level in the Common European Framework of Reference for Languages (CEFRL).</p>",https://coursehandbook.mq.edu.au/2024/units/FREN2210/,"{'prerequisite': ['FREN1220'], 'Co-badge': ['FREN3010']}","{'Written production': {'assessment_type': 'LOTE written composition', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will submit a written production relating to the presence of the French language around the world.</p>'}, 'Oral presentation': {'assessment_type': 'Media presentation', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will engage with the genre of autobiography by presenting the point of view of an art work of their choice from the French-speaking world.</p>'}, 'Language quizzes': {'assessment_type': 'Practice-based task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Language quizzes.</p>'}, 'Poster Presentation': {'assessment_type': 'Poster', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will develop and present a project on a selected topic.</p>'}}",False,C French Studies 5
FREN2220,2024,"['Session 2 - Online-flexible', 'Session 2 - In person-scheduled-weekday']","<p>This unit aims to enable students to become independent users of the French language. It seeks to develop students&#39; skills in reading, writing, comprehension and speaking in French and provides students with an opportunity to study French culture extensively. The unit aims to bring students&#39; language skills from B2 moving toward C1 level in the Common European Framework of Reference for Languages (CEFRL).</p>",https://coursehandbook.mq.edu.au/2024/units/FREN2220/,"{'prerequisite': ['FREN2210'], 'Co-badge': ['FREN1320', 'FREN3020']}","{'Project': {'assessment_type': 'Project', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will develop and present a project around a set topic.</p>'}, 'Test / LOTE written composition': {'assessment_type': 'Quiz/Test', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will write a timed 600-word essay in French relating to contemporary France. The essay will demonstrate a comprehensive understanding of the topics discussed during the semester through the use of precise examples and arguments. Students will also be expected to showcase command of the grammar topics covered in the independent grammar study module.</p>'}, 'Oral presentation and discussion': {'assessment_type': 'Presentation', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will individually present on a topic relating to one of the themes studied during the semester. The topic will be drawn from a list of topics available on iLearn. Students will be assessed on their presentation as well as their capacity to answer follow- up questions.</p>'}, 'Language quizzes': {'assessment_type': 'Practice-based task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Language quizzes.</p>'}}",False,C French Studies 6
FREN2020,2024,"['Session 2 - Online-scheduled-weekday', 'Session 2 - In person-scheduled-weekday', 'Session 2 - Online-flexible']","<div>
<div>This unit aims to enable students to become independent users of the French language. It seeks to develop students&#39; skills in reading, writing, comprehension and speaking in French and further develops students&#39; knowledge of contemporary French culture. The work in this unit is of a very intensive nature. The unit aims to develop students&#39; language skills towards B1&#43; level in the Common European Framework of Reference for Languages (CEFRL).</div>
</div>
<div> </div>",https://coursehandbook.mq.edu.au/2024/units/FREN2020/,"{'prerequisite': ['FREN2010 or FRN226'], 'NCCW (pre-2020 units)': ['FRN227'], 'Co-badge': ['FREN1220']}","{'Aural Comprehension': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>French Listening Comprehension.\xa0</p>'}, 'Grammar and Vocabulary Tests': {'assessment_type': 'Quiz/Test', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Short Answer Questions on French Grammar and Vocabulary</p>'}, 'Oral Production': {'assessment_type': 'Simulation/role play', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>French Speaking Test.</p>'}, 'Reading and writing test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>French reading comprehension and written production.</p>'}, 'Final written test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>Final test covering the entire content of the unit.</p>'}}",False,I French Studies 4
FREN3020,2024,"['Session 2 - In person-scheduled-weekday', 'Session 2 - Online-flexible']","<div>
<div>
<div>
<div>
<div>
<div>
<p>This unit aims to enable students to become independent users of the French language. It seeks to develop students&#39; skills in reading, writing, comprehension and speaking in French and provides students with an opportunity to study French culture extensively. The unit aims to bring students&#39; language skills from B2 moving toward C1 level in the Common European Framework of Reference for Languages (CEFRL).</p>
</div>
</div>
</div>
</div>
</div>
</div>",https://coursehandbook.mq.edu.au/2024/units/FREN3020/,"{'NCCW (pre-2020 units)': ['FRN337'], 'prerequisite': ['FRN336 or FREN3010'], 'Co-badge': ['FREN2220', 'FREN1320']}","{'Project': {'assessment_type': 'Project', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<div>\n<div>Students will develop and present a project around a set topic.</div>\n</div>'}, 'Language quizzes': {'assessment_type': 'Practice-based task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Language quizzes.</p>'}, 'Test / LOTE written composition': {'assessment_type': 'Quiz/Test', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<div>\n<div>Students will write a timed 600-word essay in French relating to contemporary France. The essay will demonstrate a comprehensive understanding of the topics discussed during the semester through the use of precise examples and arguments. Students will also be expected to showcase command of the grammar topics covered in the independent grammar study module.</div>\n</div>\n<div>\xa0</div>'}, 'Oral presentation and discussion': {'assessment_type': 'Presentation', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<div>\n<div>\n<div>\n<div>\n<div>\n<div>Students will individually present on a topic relating to one of the themes studied during the semester. The topic will be drawn from a list of topics available on iLearn. Students will be assessed on their presentation as well as their capacity to answer follow- up questions.</div>\n</div>\n</div>\n</div>\n</div>\n</div>'}}",False, I French Studies 6
FREN3010,2024,"['Session 1 - In person-scheduled-weekday', 'Session 1 - Online-flexible']","<p>This unit aims to enable students to become independent users of the French language. It seeks to develop students&#39; skills in reading, writing, comprehension and speaking in French at an advanced level and provides students with an opportunity to study French culture extensively. The unit aims to bring students&#39; language skills to B2 level in the Common European Framework of Reference for Languages (CEFRL).</p>",https://coursehandbook.mq.edu.au/2024/units/FREN3010/,"{'NCCW (pre-2020 units)': ['FRN336'], 'prerequisite': ['FREN2020 or FRN227'], 'Co-badge': ['FREN2210']}","{'Written production': {'assessment_type': 'LOTE written composition', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will submit a written production relating to the presence of the French language around the world.</p>'}, 'Language quizzes': {'assessment_type': 'Practice-based task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Language quizzes.</p>'}, 'Poster Presentation': {'assessment_type': 'Poster', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will develop and present a project on a selected topic.</p>'}, 'Oral presentation': {'assessment_type': 'Media presentation', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will engage with the genre of autobiography by presenting the point of view of an art work of their choice from the French-speaking world.</p>'}}",False,I French Studies 5
FREN1010,2024,"['Session 1 - In person-scheduled-weekday', 'Session 1 - Online-scheduled-weekday', 'Session 1 - Online-flexible']","<p>This unit, designed for those who have little or no knowledge of French, seeks to develop students&#39; skills in reading, writing, comprehension and speaking. It introduces students to contemporary French culture. The work in this unit is of a very intensive nature. (A1 in the Common European Framework of Reference for Languages.)</p>",https://coursehandbook.mq.edu.au/2024/units/FREN1010/,"{'NCCW (pre-2020 units)': ['FRN122'], 'info': ['Not to count for credit for students who completed HSC French Continuers Band 4 or above or HSC French Extension']}","{'Engagement in Classroom Activities': {'assessment_type': 'Participatory task', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Role plays, group and individual speaking and writing tasks.</p>'}, 'Grammar and Vocabulary Test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Short Answer Grammar and Vocabulary Tasks</p>'}, 'Aural Comprehension Test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Comprehension of Spoken French</p>'}, 'Engagement in Online Activities': {'assessment_type': 'Participatory task', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Role plays, group and individual speaking and writing tasks.</p>'}, 'Final Test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>End of Session Written Test</p>'}, 'Written Comprehension Test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Comprehension of Written French</p>'}, 'Oral Test': {'assessment_type': 'Simulation/role play', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>French Speaking Test</p>'}}",False,I French Studies 1
FREN1220,2024,"['Session 2 - In person-scheduled-weekday', 'Session 2 - Online-scheduled-weekday', 'Session 2 - Online-flexible']","<p>This unit aims to enable students to become independent users of the French language. It seeks to develop students&#39; skills in reading, writing, comprehension and speaking in French and further develops students&#39; knowledge of contemporary French culture. The work in this unit is of a very intensive nature. The unit aims to develop students&#39; language skills towards B1&#43; level in the Common European Framework of Reference for Languages (CEFRL).</p>",https://coursehandbook.mq.edu.au/2024/units/FREN1220/,"{'prerequisite': ['FREN1210'], 'Co-badge': ['FREN2020']}","{'Grammar and Vocabulary Tests': {'assessment_type': 'Quiz/Test', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Short Answer Questions on French Grammar and Vocabulary.</p>'}, 'Reading and writing test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>French reading comprehension and written production.</p>'}, 'Aural Comprehension': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>French Listening Comprehension.</p>'}, 'Final written test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>Final test covering the entire content of the unit.</p>'}, 'Oral Production': {'assessment_type': 'Simulation/role play', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>French Speaking Test.</p>'}}",False,C French Studies 4
FREN1020,2024,"['Session 2 - Online-scheduled-weekday', 'Session 2 - In person-scheduled-weekday', 'Session 2 - Online-flexible']",<p>This unit seeks to further develop skills acquired in FREN1010. The unit provides a framework students can build upon to communicate effectively in French and to immerse themselves in contemporary French culture. The work in this unit is of a very intensive nature. (A1 moving toward A2 in the Common European Framework of Reference for Languages.)</p>,https://coursehandbook.mq.edu.au/2024/units/FREN1020/,"{'NCCW (pre-2020 units)': ['FRN123'], 'info': ['Not to count for credit for students who completed HSC French Extension or Continuers'], 'prerequisite': ['FRN122 or FREN1010']}","{'Final Test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>Short Answer Questions on Grammar and Vocabulary.</p>'}, 'Aural Comprehension': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<div>\n<div>Listening Comprehension of Spoken French.\xa0</div>\n</div>\n<div>\xa0</div>'}, 'Grammar and Vocabulary Tests.': {'assessment_type': 'Quiz/Test', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Short Answer Tests on French Grammar and Vocabulary. Students will Complete Online. See iLearn for more information.</p>'}, 'Written Comprehension': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<div>\n<div>Comprehension of Written French.</div>\n</div>\n<div>\xa0</div>'}, 'Oral Test': {'assessment_type': 'Simulation/role play', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<div>\n<div>Speaking Test in French.\xa0</div>\n</div>\n<div>\xa0</div>'}, 'Written Production': {'assessment_type': 'LOTE written composition', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Short written task in French on set topics.</p>'}}",False,I French Studies 2
FREN1210,2024,"['Session 1 - Online-flexible', 'Session 1 - In person-scheduled-weekday']","This unit aims to enable students to become independent users of the French language. It seeks to develop students&#39; skills in reading, writing, comprehension and speaking in French and further develops students&#39; knowledge of contemporary French culture. The work in this unit is of a very intensive nature. The unit aims to develop students&#39; language skills to B1 level in the Common European Framework of Reference for Languages (CEFRL).",https://coursehandbook.mq.edu.au/2024/units/FREN1210/,"{'prerequisite': ['HSC French Continuers Band 4 and above or French Extension band E3 and above'], 'Co-badge': ['FREN2010']}","{'Written Comprehension Test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Test checks comprehension of Written French</p>'}, 'Grammar and Vocabulary Tests': {'assessment_type': 'Quiz/Test', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Tests consisting of short-answer grammar and vocabulary questions</p>'}, 'Speaking test': {'assessment_type': 'Simulation/role play', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Test of oral production abilities</p>'}, 'Aural Comprehension Test': {'assessment_type': 'Quiz/Test', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Test checks comprehension of spoken French</p>'}, 'Written task': {'assessment_type': 'LOTE written composition', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Short written task(s) on set topics.</p>'}}",False,C French Studies 3
